Station,Niskin,Targeted Depth (m),CTD Recorded Depth (m),CTD Pressure (db), NMEA Latitude, NMEA Longitude,Date,Time (UTC),CFC Bottle,O2 Flask,Methane/N₂O,DIC/TA flask,CDOM,Viscosity / PAM/Turn.,Nutrients,DON,δ¹⁸O,Salinity,Microbio Filters,Microscopy,HOC / DOC,CTD Temperature,Uncorrected CTD Conductivity,Corrected CTD Conductivity,Bottle Conductivity,Bottle Conductivity (Dupes),Uncorrected CTD Salinity,Corrected CTD Salinity,Bottle Salinity,Bottle Salinity (Dupes),Uncorrected CTD Oxygen,Corrected CTD Oxygen,Bottle Oxygen (ml/l),Bottle Oxygen (Dupes),CTD Fluorescence,NO₃ (µmol/L),PO₄ (µmol/L),SIL (µmol/L),NO₂ (µmol/L),NH₄ (µmol/L),Calculated  DIC (Apollo),Calculated  DIC (Apollo) Dupes,Apollo pH,Apollo pH Dupes,TA_Final,TA_Final Dupes,Notes,,,,
20.0,5,2000.000,1998.398,2021.576,27.911,86.565,8/3/2023,7:48:00,8,129,239,S356,D17,--,S478,Q157 / Q164,228,508W,--,--,--,4.293,3.367,3.366,3.366,--,34.977,34.969,34.975,--,5.042,4.855,4.847,--,-0.103,22.91,1.92,25.20,0.00,0.56,2189.391785,--,7.8237,--,0.002430122695,--,,,,,
20.0,6,1400.000,1399.162,1413.363,27.911,86.565,8/3/2023,7:48:00,5,128,392,S353,D78,--,S433,Q019,227,511W,--,--,--,4.361,3.348,3.347,3.347,--,34.971,34.963,34.970,--,4.911,4.728,4.709,--,-0.100,23.63,1.64,25.60,0.00,0.56,2198.067331,--,7.7571,--,0.002353152802,--,,,,,
20.0,7,900.000,898.883,906.913,27.911,86.565,8/3/2023,7:48:00,10,154,--,--,D28,--,S188,Q167,226,514W,X,--,--,5.624,3.436,3.435,3.436,--,34.924,34.916,34.929,--,3.802,3.660,3.571,--,-0.102,28.35,1.87,25.40,0.00,0.26,--,--,--,--,--,--,,,,,
20.0,8,427.000,426.637,429.957,27.911,86.565,8/3/2023,7:48:00,6,148,129 / 119,S354,D48,--,S468,Q197,223,517W,X,--,--,10.231,3.874,3.874,3.872,--,35.245,35.237,35.228,--,2.767,2.664,2.627,--,-0.101,27.15,1.98,15.00,0.00,0.64,2202.531592,--,7.6342,--,0.002473879408,--, O2 min,,,,
20.0,9,133.000,133.165,134.106,27.911,86.565,8/3/2023,7:48:00,11,147,367,S352,D99,--,S409,Q033,225,520W,X,--,--,20.054,5.009,5.008,5.006,--,36.688,36.680,36.668,--,3.378,3.252,3.196,--,-0.009,8.53,1.31,2.90,0.08,1.96,2166.32222,--,7.9126,--,0.002406568164,--,First O2 min,,,,
20.0,10,73.000,73.237,73.743,27.911,86.565,8/3/2023,7:48:00,12,145 / 142,109,S351,D100,--,S417,Q026,221 / 231,523W,X,--,--,25.077,5.557,5.556,5.558,--,36.775,36.767,36.788,--,4.258,4.099,4.001,3.562,0.892,0.60,0.06,1.00,0.21,0.32,2111.437955,--,7.8756,--,0.002386254871,--,DCM,,,,
20.0,11,25.000,24.240,24.404,27.911,86.565,8/3/2023,7:48:00,--,143,330,S350,D7,--,S408,Q058,249,501W / 504W,X,--,--,26.341,5.667,5.666,5.620,5.620,36.586,36.578,36.245,36.243,2.677,2.578,4.607,--,-0.036,0.00,0.00,1.20,0.00,0.21,2040.472261,--,8.0754,--,0.002386593209,--,,,,,
20.0,12,0.000,2.149,2.163,27.911,86.565,8/3/2023,7:48:00,9,160,369,S343,D10,--,S407,Q021,222,507W,X,--,--,28.995,5.873,5.872,5.465,--,35.997,35.989,33.190,--,2.976,2.866,4.575,--,0.053,0.00,0.05,1.10,0.00,0.22,2012.775481,--,7.9749,--,0.002344536194,--,,,,,
21.0,1,2876.000,2872.910,2912.259,28.047,86.912,8/3/2023,12:54:00,--,122,380,S368,D9,--,S436,Q512,212,510W,X,--,B1 ABC,4.353,3.407,3.407,3.406,--,34.980,34.972,34.977,--,5.059,4.871,4.891,--,-0.110,22.74,2.14,25.70,0.00,0.86,2200.819697,--,7.7445,--,0.002335086754,--,,,,,
21.0,2,2500.000,2497.601,2529.566,28.047,86.912,8/3/2023,12:54:00,--,123,065,S370,D88,--,S458,Q534,211,513W,X,--,B2 ABC,4.317,3.389,3.389,3.388,--,34.979,34.971,34.972,--,5.070,4.881,4.881,--,-0.099,21.94,1.77,24.30,0.00,0.35,2193.786198,--,7.5655,--,0.002296619325,--,,,,,
21.0,3,2100.000,2098.071,2122.909,28.047,86.912,8/3/2023,12:54:00,--,124,072 / 144,S367,D98,--,S446,Q509,215,516W,X,--,B3 ABC,4.294,3.371,3.371,3.370,--,34.978,34.970,34.975,--,5.058,4.869,4.887,--,-0.103,23.88,1.64,25.20,0.02,0.59,2198.312335,--,7.5632,--,0.002296007714,--,,,,,
21.0,4,1700.000,1698.699,1717.173,28.047,86.912,8/3/2023,12:54:00,--,125,400,--,D60,--,S186,Q537,204,519W,X,--,B4 ABC,4.297,3.355,3.354,3.354,--,34.975,34.967,34.968,--,5.019,4.833,4.813,--,-0.102,24.14,1.54,25.50,0.00,0.70,--,--,--,--,--,--,,,,,
21.0,5,1400.000,1398.384,1412.575,28.047,86.912,8/3/2023,12:54:00,--,126,--,S366,D30,--,S196,Q510,214 / 213,522W,X,--,B5 ABC,4.363,3.348,3.347,3.347,--,34.971,34.963,34.968,--,4.911,4.728,4.705,--,-0.098,26.56,1.73,26.10,0.02,2.27,2200.817297,--,7.6911,--,0.002344454112,--,,,,,
21.0,6,1100.000,1064.219,1074.156,28.047,86.912,8/3/2023,12:54:00,--,127,339,--,D58,--,S426,Q533,216,500W,X,--,S1 AB,4.998,3.388,3.388,3.389,--,34.944,34.936,34.934,--,4.274,4.115,4.105,--,-0.099,24.23,1.73,23.20,0.00,0.84,--,--,--,--,--,--,,,,,
21.0,7,800.000,799.233,806.179,28.047,86.912,8/3/2023,12:54:00,--,120,--,S364,D59,--,S469,Q529,217,503W,--,--,S2 AB,6.295,3.492,3.491,3.491,--,34.913,34.905,34.910,--,3.415,3.288,3.251,--,-0.100,29.84,1.93,24.10,0.00,0.35,2213.410263,--,7.5857,--,0.002316777463,--,,,,,
21.0,8,495.000,494.226,498.153,28.047,86.912,8/3/2023,12:54:00,--,116,051,S365 / S362,D65,--,S192,Q536,210,506W,--,--,S3,9.444,3.793,3.792,3.791,--,35.144,35.136,35.132,--,2.750,2.647,2.617,--,-0.091,27.59,1.70,15.50,0.00,0.76,2213.191187,2215.7246,7.5257,7.6478,0.002301076778,0.00232032801,O2 min,,,,
21.0,9,200.000,197.394,198.819,28.047,86.912,8/3/2023,12:54:00,--,117 / 119,250,S363,D39,--,S406,Q517,219,509W,--,--,S4,16.463,4.582,4.581,4.581,--,36.206,36.198,36.199,--,3.247,3.126,3.116,3.116,-0.097,10.93,0.70,3.80,0.00,0.36,2179.5069,--,7.8613,--,0.002388398012,--,First O2 min,,,,
21.0,10,75.000,75.314,75.835,28.047,86.912,8/3/2023,12:54:00,--,121,112,S361,D69,--,S405,Q494,218,512W,X,--,S5,22.637,5.263,5.262,5.269,--,36.543,36.535,36.594,--,4.308,4.148,3.910,--,0.650,1.94,0.44,2.00,0.20,0.81,2130.013279,--,8.0098,--,0.00241957716,--,DCM,,,,
21.0,11,20.000,20.584,20.723,28.047,86.912,8/3/2023,12:54:00,--,131,023,S360,D70,--,S451,Q511,208,515W / 518W,X,--,S6,30.881,6.080,6.079,6.107,6.107,35.996,35.988,36.180,36.180,3.349,3.224,4.586,--,-0.038,0.40,0.05,1.30,0.02,0.63,2057.118213,--,8.1266,--,0.002563999438,--,,,,,
21.0,12,0.000,3.461,3.485,28.047,86.912,8/3/2023,12:54:00,1,107,388,S369,D90,--,S420,Q535,209,521W,X,--,S7,31.307,5.777,5.775,5.831,--,33.686,33.679,34.043,--,2.553,2.458,4.429,--,-0.036,0.35,0.33,1.40,0.00,0.81,2041.763965,--,8.1254,--,0.002377554179,--,DIC sample # corrected from S379 to S369.,,,,
22.0,1,2629.000,2675.854,2711.243,28.210,87.257,8/3/2023,20:24:00,--,102,264,S371,D89,--,S470,Q502,472,300W,X,--,--,4.331,3.398,3.397,3.394,--,34.980,34.972,34.974,--,5.045,4.858,5.028,--,-0.099,22.77,1.50,26.00,0.00,0.18,2188.37054,--,7.7291,--,0.002343243903,--,Deep carboy,,,,
22.0,2,2350.000,2347.225,2376.419,28.210,87.257,8/3/2023,20:24:00,--,103 / 101,014,S372,F68,--,S180,Q538,481,303W,X,--,--,4.311,3.383,3.382,3.381,--,34.978,34.970,34.972,--,5.052,4.864,4.966,4.887,-0.101,22.86,1.51,25.40,0.00,0.38,2182.779562,--,7.7411,--,0.002341475136,--,O2 chems too warm - not sinking in flask during pickling.,,,,
22.0,3,2050.000,2049.117,2073.134,28.210,87.257,8/3/2023,20:24:00,--,105,009 / 257,S373,F70,--,S187,Q531 / Q027,471,306W,X,--,--,4.297,3.369,3.369,3.368,--,34.977,34.969,34.973,--,5.047,4.859,4.950,--,-0.100,22.96,1.51,25.40,0.00,0.15,2184.442319,--,7.7477,--,0.00233490257,--,,,,,
22.0,4,1750.000,1747.037,1766.240,28.210,87.257,8/3/2023,20:24:00,--,104,008,S374,F88,--,S432,Q527,491 / 461,309W,X,--,--,4.306,3.358,3.357,3.357,--,34.975,34.967,34.972,--,5.010,4.823,4.844,--,-0.100,23.14,1.53,25.40,0.00,0.18,2187.448136,--,7.7449,--,0.002342406066,--,,,,,
22.0,5,1450.000,1449.008,1463.890,28.210,87.257,8/3/2023,20:24:00,--,001,394,S375,F79,--,S466,Q528,492,312W,X,--,--,4.363,3.350,3.349,3.348,--,34.971,34.963,34.960,--,4.923,4.739,4.756,--,-0.100,23.70,1.60,25.70,0.00,0.50,2194.298783,--,7.7395,--,0.00234177944,--,,,,,
22.0,6,1150.000,1148.602,1159.562,28.210,87.257,8/3/2023,20:24:00,--,114,331,--,F5,--,S477,Q519,482,316W,X,--,--,4.754,3.371,3.370,3.370,--,34.954,34.946,34.945,--,4.501,4.333,4.370,--,-0.101,25.46,1.70,26.20,0.00,0.21,--,--,--,--,--,--,,,,,
22.0,7,825.000,823.166,830.368,28.210,87.257,8/3/2023,20:24:00,--,109,322,S376 / S377,F90,--,S460 / S457,Q520,203,319W,X,--,--,6.105,3.476,3.475,3.475,--,34.914,34.906,34.906,--,3.527,3.395,3.462,--,-0.099,29.71 / 29.48,1.92 / 1.95,24.60 / 24.70,0.00 / 0.00,0.15 / 0.38,2214.194937,2215.44811,7.6617,7.658,0.00232534302,0.002321873554,,,,,
22.0,8,500.000,499.130,503.102,28.210,87.257,8/3/2023,20:24:00,--,113,118,S378,F89,--,S431,Q521,202,318W / 301W,X,--,--,9.261,3.773,3.772,3.772,3.770,35.119,35.112,35.103,35.091,2.788,2.685,2.756,--,-0.097,28.66,1.78,16.70,0.00,0.19,2216.57083,--,7.6021,--,0.002324854532,--,,,,,
22.0,9,100.000,100.051,100.749,28.210,87.257,8/3/2023,20:24:00,--,111,128,S379,F80,--,S443,Q530,205,304W,X,--,--,20.530,5.059,5.058,5.050,--,36.699,36.691,36.625,--,3.392,3.266,3.222,--,0.175,8.45,0.73,2.90,0.03,0.23,2172.611322,--,7.9183,--,0.002409906499,--,,,,,
22.0,10,70.000,70.202,70.687,28.210,87.257,8/3/2023,20:24:00,--,118,358,S380,F78,--,S447,Q539,207,307W,X,--,--,22.928,5.289,5.288,5.289,--,36.500,36.492,36.510,--,4.705,4.530,4.266,--,0.764,0.23,0.08,1.40,0.12,0.49,2121.736443,--,8.0313,--,0.002417687272,--,DCM,,,,
22.0,11,25.000,25.621,25.795,28.210,87.257,8/3/2023,20:24:00,--,107,047,--,F15,--,S416,Q529,206,310W,X,--,--,29.572,5.727,5.726,5.981,--,34.567,34.559,36.299,--,2.959,2.849,4.522,--,-0.039,0.00,0.02,1.20,0.00,0.25,--,--,--,--,--,--,,,,,
22.0,12,0.000,3.068,3.088,28.210,87.257,8/3/2023,20:24:00,X,131,332,S381,F69,X,S450,Q522,201,315W,X,--,--,30.545,5.881,5.880,5.693,--,34.909,34.902,33.658,--,3.138,3.021,4.389,--,-0.009,0.07,0.03,1.70,0.00,0.33,2042.281246,--,8.1287,--,0.002373146776,--,,,,,
23.0,1,2523.000,2519.445,2551.822,28.333,87.584,8/4/2023,0:21:00,--,155,341,S382,F50,--,S413,Q518 / Q540,402,313W,X,--,--,4.319,3.390,3.390,3.388,--,34.979,34.972,34.969,--,5.028,4.841,4.937,--,-0.100,22.57,1.54,26.20,0.00,0.31,2198.171743,--,7.7434,--,0.002342886546,--,Liu large carboy,,,,
23.0,2,2250.000,2247.368,2274.780,28.333,87.584,8/4/2023,0:21:00,--,156,085 / 263,--,F40,--,S476,Q516,441,321W,X,--,--,4.305,3.378,3.378,3.376,--,34.978,34.970,34.968,--,5.057,4.868,4.943,--,-0.100,22.77,1.54,25.40,0.00,0.12,--,--,,--,,--,Liu large carboy,,,,
23.0,3,1950.000,1947.526,1969.875,28.333,87.584,8/4/2023,0:21:00,--,157,107,S383,F48,--,S461,Q532,442,323W,X,--,--,4.302,3.366,3.365,3.364,--,34.976,34.969,34.966,--,5.033,4.846,4.952,--,-0.101,21.05,1.48,23.00,0.02,0.33,2197.037714,--,7.7392,--,0.002338484148,--,Liu large carboy,,,,
23.0,4,1650.000,1647.192,1664.901,28.333,87.584,8/4/2023,0:21:00,--,159,384,S384,F28,--,S412,Q523,432 / 422,302W,X,--,--,4.325,3.355,3.354,3.354,--,34.974,34.966,34.964,--,4.980,4.794,4.774,--,-0.094,23.25,1.58,25.60,0.00,0.24,2187.669409,--,7.7308,--,0.002344720378,--,Liu large carboy,,,,
23.0,5,1350.000,1347.518,1361.027,28.333,87.584,8/4/2023,0:21:00,--,133,108,S385 / S386,F59,--,S404,Q513,431,305W,X,--,--,4.444,3.353,3.352,3.350,--,34.967,34.959,34.945,--,4.821,4.641,4.641,--,-0.094,24.06,1.79,26.00,0.00,0.42,2199.312434,2196.925873,7.7212,7.7209,0.002324096775,0.002335429096,Liu large carboy,,,,
23.0,6,999.000,998.449,1007.611,28.333,87.584,8/4/2023,0:21:00,--,153 / 158,077,S387,F58,--,S414,Q514,462,308W,X,--,--,5.256,3.408,3.407,3.407,--,34.935,34.927,34.931,--,4.074,3.922,4.015,3.938,-0.097,27.12,1.84,26.00,0.00,0.24,2206.765924,--,7.67,--,0.00234511277,--,Liu large carboy,,,,
23.0,7,750.000,748.836,755.252,28.333,87.584,8/4/2023,0:21:00,--,152,111,S388,F60,--,S452,Q496,452,311W,X,--,--,6.431,3.502,3.502,3.501,--,34.914,34.907,34.902,--,3.364,3.239,3.165,--,-0.095,30.01,2.00,23.90,0.00,0.22,2210.037359,--,7.6444,--,0.00233186954,--,,,,,
23.0,8,450.000,449.336,452.857,28.333,87.584,8/4/2023,0:21:00,--,134,393,--,F38,--,S430 / S421,Q497,451,314W,X,--,--,9.901,3.839,3.838,3.838,--,35.195,35.187,35.182,--,2.861,2.754,2.869,--,-0.099,27.25 / 27.13,1.86 / 1.75,15.00 / 14.90,0.00 / 0.00,0.33 / 0.28,--,--,,--,,--,,,,,
23.0,9,150.000,149.828,150.892,28.333,87.584,8/4/2023,0:21:00,--,150,252,S389,F29,--,S411,Q504,411,317W / 320W,X,--,--,18.388,4.810,4.809,4.807,4.807,36.485,36.477,36.462,36.463,3.293,3.170,3.172,--,-0.004,10.77,0.56,3.50,0.02,0.06,2183.026075,--,7.8854,--,0.00239931692,--,,,,,
23.0,10,75.000,75.400,75.922,28.333,87.584,8/4/2023,0:21:00,--,151,241,S390,F39,--,S456,Q503,401,322W,X,--,--,22.762,5.260,5.259,5.271,--,36.415,36.407,36.505,--,4.531,4.362,4.077,--,0.623,0.37,0.08,1.60,0.26,0.22,2126.98055,--,8.0211,--,0.002423378958,--,DCM,,,,
23.0,11,25.000,24.953,25.123,28.333,87.584,8/4/2023,0:21:00,--,154,132,S391,F49,--,S402,Q505,412,123W,X,--,--,30.149,5.764,5.763,6.050,--,34.401,34.393,36.340,--,3.345,3.220,4.489,--,-0.037,0.05,0.23,1.20,0.02,1.05,2055.248943,--,8.1236,--,0.002410829421,--,,,,,
23.0,12,0.000,3.170,3.192,28.333,87.584,8/4/2023,0:21:00,--,160,064,S392,F34,--,S403,Q506,421,120W,X,--,--,30.238,5.825,5.824,5.657,--,34.759,34.751,33.630,--,3.166,3.048,4.426,--,0.028,0.00,0.35,2.00,0.02,0.45,2038.257387,--,8.1037,--,0.002378448072,--,,,,,
24.0,1,2233.000,2230.951,2258.075,28.667,87.917,8/4/2023,4:57:00,--,122,308,S394,F93,--,S401,Q290,463,117W,X,--,--,4.300,3.377,3.377,3.375,--,34.978,34.971,34.970,--,5.055,4.867,4.898,--,-0.098,22.83,1.64,25.80,0.00,0.17,2197.722042,--,7.7408,--,0.002349821474,--,,,,,
24.0,2,1900.000,1898.533,1920.096,28.667,87.917,8/4/2023,4:57:00,--,123,271 / 235,--,F10,--,S317,Q298,473,114W,X,--,--,4.284,3.362,3.362,3.360,--,34.977,34.970,34.965,--,5.066,4.877,4.231,--,-0.099,22.94,1.51,25.50,0.00,0.22,--,--,--,--,--,--,,,,,
24.0,3,1600.000,1565.564,1582.086,28.667,87.917,8/4/2023,4:57:00,--,124 / 125,226,S393,F67,--,S318,Q291,453,111W,X,--,--,4.305,3.350,3.349,3.350,--,34.975,34.967,34.969,--,5.012,4.826,4.637,4.722,-0.100,23.07,1.51,25.40,0.00,0.20,2194.700436,--,7.6689,--,0.002340524186,--,,,,,
24.0,4,1300.000,1299.177,1312.049,28.667,87.917,8/4/2023,4:57:00,--,126,017,S395,F77,--,S440,Q280 / Q266,443,108W,X,--,--,4.463,3.352,3.352,3.350,--,34.966,34.959,34.949,--,4.810,4.631,4.645,--,-0.098,23.06,1.91,24.80,0.00,1.05,2202.036753,--,7.7265,--,0.00233061829,--,,,,,
24.0,5,1000.000,999.261,1008.433,28.667,87.917,8/4/2023,4:57:00,--,127,138,S396,F8,--,S532 / S410,Q273,433,105W,X,--,--,5.183,3.402,3.401,3.401,--,34.938,34.930,34.939,--,4.134,3.980,3.600,--,-0.099,27.05 / 24.55,1.84 / 1.94,26.00 / 23.50,0.00 / 0.00,0.29 / 0.40,2213.323581,--,7.6781,--,0.002322639319,--,,,,,
24.0,6,700.000,700.140,706.056,28.667,87.917,8/4/2023,4:57:00,--,120,--,--,F87,--,S400,Q274,423,102W,X,--,--,6.602,3.516,3.515,3.515,--,34.915,34.907,34.906,--,3.287,3.165,3.105,--,-0.102,26.24,2.09,20.00,0.00,1.13,--,--,--,--,--,--,Ice on outside of sample bottle.,,,,
24.0,7,500.000,499.995,503.975,28.667,87.917,8/4/2023,4:57:00,--,131,074,S398,F19,--,S415,Q299,404,122W,--,--,--,8.688,3.713,3.712,3.712,--,35.048,35.041,35.040,--,2.889,2.781,2.583,--,-0.099,29.48,1.93,18.10,0.00,0.27,2215.636416,--,7.6515,--,0.002313427116,--,,,,,
24.0,8,355.000,354.387,357.081,28.667,87.917,8/4/2023,4:57:00,--,121,101,S397 / S399,F30,--,S306,Q285,483,119W,--,--,--,11.725,4.037,4.036,4.036,--,35.463,35.455,35.456,--,2.755,2.653,2.383,--,-0.099,24.12,1.48,11.70,0.00,0.17,2210.145275,2208.657612,7.7116,7.7031,0.002332180851,0.002333192862,O2 min,,,,
24.0,9,130.000,130.149,131.067,28.667,87.917,8/4/2023,4:57:00,--,119,--,S400,F18,--,S307,Q292,493 / 414,116W,--,--,--,18.983,4.882,4.881,4.880,--,36.577,36.569,36.560,--,3.381,3.256,3.080,--,-0.006,9.59,0.45,3.00,0.02,0.22,2177.06872,--,7.803,--,0.002394506114,--,First O2 min,,,,
24.0,10,67.000,66.919,67.381,28.667,87.917,8/4/2023,4:57:00,--,117,230,S401,F9,--,S309,Q281,424,113W,X,--,--,23.057,5.288,5.287,5.277,--,36.391,36.383,36.308,--,4.252,4.093,3.979,--,0.755,0.06,0.00,1.80,0.10,0.56,2104.255651,--,8.0484,--,0.00241405164,--,DCM. Cap loose on nutrient sample.,,,,
24.0,11,25.000,24.210,24.374,28.667,87.917,8/4/2023,4:57:00,--,116,403,S402,F57,--,S308,Q295,413,107W / 110W,X,--,--,30.305,6.016,6.015,6.053,6.053,35.989,35.981,36.241,36.238,3.641,3.505,4.242,--,-0.019,0.00,0.00,1.40,0.00,0.33,2037.711603,--,8.1223,--,0.002387402017,--,Cap loose on nutrient sample.,,,,
24.0,12,0.000,2.656,2.674,28.667,87.917,8/4/2023,4:57:00,--,107,289,S403,F20,X,S319,Q289,403,104W,X,--,--,30.173,5.923,5.922,5.671,--,35.462,35.454,33.770,--,2.633,2.535,4.389,--,-0.006,0.07,0.00,2.00,0.00,1.41,2056.839632,--,8.1065,--,0.002425423,--,,,,,
25.0,1,957.000,956.223,964.899,28.999,88.247,8/4/2023,9:17:00,--,156,114,S412,F76,--,S305,Q256,494,101W,X,--,B1 AB,4.987,3.382,3.382,3.382,--,34.943,34.935,34.939,--,4.314,4.154,4.074,--,-0.097,26.30,1.80,26.40,0.00,0.13,2200.97856,--,7.698,--,0.002330355027,--,,,,,
25.0,2,905.000,904.292,912.382,28.999,88.247,8/4/2023,9:17:00,--,155,233,S411,F66,--,S316,Q296,454,121W / 118W,X,--,B2 AB,4.987,3.380,3.380,3.380,3.379,34.944,34.936,34.938,34.936,4.309,4.148,4.065,--,-0.095,26.35,1.75,26.30,0.00,0.12,2200.468864,--,7.6959,--,0.002328009684,--,,,,,
25.0,3,905.000,904.237,912.328,28.999,88.247,8/4/2023,9:17:00,--,--,--,--,--,--,--,--,--,--,--,--,--,4.992,3.381,3.380,--,--,34.943,34.936,--,--,4.307,4.147,--,--,-0.100,--,--,--,--,--,--,--,--,--,--,--,,,,,
25.0,4,700.000,700.160,706.076,28.999,88.247,8/4/2023,9:17:00,--,157,019 / 117,S410,F42,--,S315,Q257,434,115W,X,--,S1 AB,6.559,3.512,3.511,3.511,--,34.913,34.905,34.905,--,3.317,3.194,2.177,--,-0.098,30.16,1.99,23.60,0.00,0.16,2222.343408,--,7.6445,--,0.002315832519,--,,,,,
25.0,5,500.000,500.647,504.633,28.999,88.247,8/4/2023,9:17:00,--,159,002,S408 / S409,F36,--,S304,Q300 / Q255,484,112W,X,--,S3,8.445,3.688,3.687,3.687,--,35.028,35.020,35.021,--,2.882,2.774,2.730,--,-0.090,29.73,1.91,18.60,0.00,0.15,2203.218714,2216.929516,7.5842,7.6413,0.002314062751,0.002450633185,,,,,
25.0,6,335.000,334.678,337.206,28.999,88.247,8/4/2023,9:17:00,--,133,234,S407,F22,--,S314,Q297,464 / 444,109W,X,--,S4,11.464,4.006,4.005,4.005,--,35.421,35.413,35.408,--,2.803,2.699,2.562,--,-0.101,23.76,1.48,11.60,0.00,0.15,2192.785943,--,7.6711,--,0.002329761434,--,,,,,
25.0,7,240.000,239.975,241.733,28.999,88.247,8/4/2023,9:17:00,--,160,--,--,F71,--,S303,Q264,474,106W,X,--,S5,13.632,4.249,4.248,4.247,--,35.753,35.745,35.741,--,3.081,2.966,2.876,--,-0.097,19.48,1.16,8.10,0.00,0.14,--,--,--,--,--,--,,,,,
25.0,8,105.000,104.680,105.411,28.999,88.247,8/4/2023,9:17:00,--,152 / 158,243,S406,F97,--,S302 / S313,Q2Y62,465,103W,--,--,S6,19.090,4.887,4.886,4.883,--,36.533,36.525,36.503,--,3.091,2.976,2.786,2.809,0.204,10.74 / 10.71,0.55 / 0.55,3.50 / 3.50,0.03 / 0.03,0.12 / 0.16,2167.784717,--,7.8995,--,0.002386658274,--,,,,,
25.0,9,79.000,79.432,79.982,28.999,88.247,8/4/2023,9:17:00,--,150,238,S404,F24,--,S312,Q288,485,100W,X,--,S7,21.696,5.183,5.182,5.174,--,36.707,36.699,36.635,--,3.766,3.625,3.638,--,0.952,3.23,0.11,1.90,0.18,0.14,2137.324971,--,7.9853,--,0.002403756355,--,DCM,,,,
25.0,10,79.000,79.505,80.056,28.999,88.247,8/4/2023,9:17:00,--,--,--,--,--,--,--,--,--,--,--,--,--,21.704,5.184,5.183,--,--,36.702,36.694,--,--,3.767,3.627,--,--,0.848,--,--,--,--,--,--,--,--,--,--,--,,,,,
25.0,11,20.000,20.353,20.490,28.999,88.247,8/4/2023,9:17:00,--,134,--,--,F32,--,S301,Q258,475,602W,X,--,S8,28.200,5.875,5.874,5.835,--,36.617,36.608,36.334,--,2.935,2.826,4.389,--,-0.034,0.00,0.00,1.00,0.00,0.19,--,--,--,--,--,--,,,,,
25.0,12,0.000,2.176,2.191,28.999,88.247,8/4/2023,9:17:00,--,151,277,S405,F84,--,S311,Q294,455,605W,X,--,S2,31.667,5.816,5.815,5.979,--,33.699,33.691,34.767,--,3.465,3.336,3.777,--,-0.006,0.03,0.00,1.30,0.00,0.40,2020.688368,--,8.1057,--,0.002331864535,--,,,,,
26.0,1,62.000,62.132,62.560,29.285,88.582,8/4/2023,16:08:00,--,122,366,S413,F55,--,S300,Q272,435,608W,--,--,S4,22.904,5.327,5.326,5.325,--,36.825,36.817,36.813,--,3.185,3.066,3.271,--,0.808,3.35,0.15,1.90,0.21,0.20,2134.109376,--,7.9946,--,0.002414884472,--,,,,,
26.0,2,62.000,62.117,62.545,29.285,88.582,8/4/2023,16:08:00,--,--,--,--,--,--,--,--,--,--,--,--,--,22.896,5.326,5.325,--,--,36.825,36.816,--,--,3.148,3.031,--,--,0.757,--,--,--,--,--,--,--,--,--,--,--,,,,,
26.0,3,62.000,62.137,62.565,29.285,88.582,8/4/2023,16:08:00,--,--,--,--,--,--,--,--,--,--,--,--,--,22.895,5.326,5.325,--,--,36.824,36.816,--,--,3.166,3.048,--,--,0.772,--,--,--,--,--,--,--,--,--,--,--,,,,,
26.0,4,62.000,62.092,62.519,29.285,88.582,8/4/2023,16:08:00,--,--,--,--,--,--,--,--,--,--,--,--,--,22.894,5.326,5.325,--,--,36.822,36.814,--,--,3.181,3.062,--,--,0.789,--,--,--,--,--,--,--,--,--,--,--,,,,,
26.0,5,42.000,42.367,42.656,29.285,88.582,8/4/2023,16:08:00,--,123,287,S414,F75,--,S310 / S329,Q277,425,611W,--,--,S5,24.116,5.411,5.410,5.435,--,36.473,36.465,36.654,--,2.660,2.561,4.200,--,0.156,0.28 / 0.25,0.00 / 0.02,1.20 / 1.10,0.08 / 0.07,1.46 / 0.32,2096.161869,--,8.0425,--,0.002417751336,--,,,,,
26.0,6,42.000,42.424,42.714,29.285,88.582,8/4/2023,16:08:00,--,--,--,--,--,--,--,--,--,--,--,--,--,24.136,5.414,5.413,--,--,36.477,36.469,--,--,2.655,2.556,--,--,0.167,--,--,--,--,--,--,--,--,--,--,--,,,,,
26.0,7,42.000,42.401,42.691,29.285,88.582,8/4/2023,16:08:00,--,--,--,--,--,--,--,--,--,--,--,--,--,24.157,5.418,5.416,--,--,36.486,36.478,--,--,2.555,2.460,--,--,0.182,--,--,--,--,--,--,--,--,--,--,--,,,,,
26.0,8,42.000,42.409,42.699,29.285,88.582,8/4/2023,16:08:00,--,--,--,--,--,--,--,--,--,--,--,--,--,24.223,5.431,5.430,--,--,36.536,36.528,--,--,2.736,2.634,--,--,0.193,--,--,--,--,--,--,--,--,--,--,--,,,,,
26.0,9,0.000,2.996,3.016,29.285,88.582,8/4/2023,16:08:00,--,--,--,--,--,--,--,--,--,--,--,--,--,29.444,5.873,5.872,--,--,35.659,35.651,--,--,3.464,3.335,--,--,-0.014,--,--,--,--,--,--,--,--,--,--,--,Niskin failed leak test,,,,
